DATAFLOW,LAST UPDATE,freq,unit,sex,age,icd10,resid,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 15 to 29 years,"COVID-19, virus identified",All deaths reported in the country,France,2020,40,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 15 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Croatia,2020,6,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 15 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Hungary,2020,20,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 15 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Ireland,2020,3,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 15 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Iceland,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 15 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Liechtenstein,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 15 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Lithuania,2020,2,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 15 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Luxembourg,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 15 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Latvia,2020,2,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 15 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Malta,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 15 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Netherlands,2020,8,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 15 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Norway,2020,1,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 15 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Poland,2020,76,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 15 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Portugal,2020,9,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 15 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Romania,2020,51,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 15 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Serbia,2020,31,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 15 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Sweden,2020,12,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 15 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Slovenia,2020,1,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 15 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Slovakia,2020,6,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 20 to 24 years,"COVID-19, virus identified",All deaths reported in the country,Austria,2020,1,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 20 to 24 years,"COVID-19, virus identified",All deaths reported in the country,Bulgaria,2020,5,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 20 to 24 years,"COVID-19, virus identified",All deaths reported in the country,Switzerland,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 20 to 24 years,"COVID-19, virus identified",All deaths reported in the country,Cyprus,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 20 to 24 years,"COVID-19, virus identified",All deaths reported in the country,Czechia,2020,1,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 20 to 24 years,"COVID-19, virus identified",All deaths reported in the country,Germany (until 1990 former territory of the FRG),2020,3,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 20 to 24 years,"COVID-19, virus identified",All deaths reported in the country,Denmark,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 20 to 24 years,"COVID-19, virus identified",All deaths reported in the country,Estonia,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 20 to 24 years,"COVID-19, virus identified",All deaths reported in the country,Greece,2020,2,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 20 to 24 years,"COVID-19, virus identified",All deaths reported in the country,Spain,2020,10,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 20 to 24 years,"COVID-19, virus identified",All deaths reported in the country,Finland,2020,1,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 20 to 24 years,"COVID-19, virus identified",All deaths reported in the country,France,2020,11,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 20 to 24 years,"COVID-19, virus identified",All deaths reported in the country,Croatia,2020,2,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 20 to 24 years,"COVID-19, virus identified",All deaths reported in the country,Hungary,2020,7,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 20 to 24 years,"COVID-19, virus identified",All deaths reported in the country,Ireland,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 20 to 24 years,"COVID-19, virus identified",All deaths reported in the country,Iceland,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 20 to 24 years,"COVID-19, virus identified",All deaths reported in the country,Liechtenstein,2020,,c
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 20 to 24 years,"COVID-19, virus identified",All deaths reported in the country,Lithuania,2020,1,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 20 to 24 years,"COVID-19, virus identified",All deaths reported in the country,Luxembourg,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 20 to 24 years,"COVID-19, virus identified",All deaths reported in the country,Latvia,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 20 to 24 years,"COVID-19, virus identified",All deaths reported in the country,Malta,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 20 to 24 years,"COVID-19, virus identified",All deaths reported in the country,Netherlands,2020,1,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 20 to 24 years,"COVID-19, virus identified",All deaths reported in the country,Norway,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 20 to 24 years,"COVID-19, virus identified",All deaths reported in the country,Poland,2020,21,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 20 to 24 years,"COVID-19, virus identified",All deaths reported in the country,Portugal,2020,1,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 20 to 24 years,"COVID-19, virus identified",All deaths reported in the country,Romania,2020,15,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 20 to 24 years,"COVID-19, virus identified",All deaths reported in the country,Serbia,2020,7,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 20 to 24 years,"COVID-19, virus identified",All deaths reported in the country,Sweden,2020,3,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 20 to 24 years,"COVID-19, virus identified",All deaths reported in the country,Slovenia,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 20 to 24 years,"COVID-19, virus identified",All deaths reported in the country,Slovakia,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 25 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Austria,2020,2,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 25 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Bulgaria,2020,10,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 25 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Switzerland,2020,1,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 25 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Cyprus,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 25 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Czechia,2020,6,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 25 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Germany (until 1990 former territory of the FRG),2020,16,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 25 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Denmark,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 25 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Estonia,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 25 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Greece,2020,5,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 25 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Spain,2020,38,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 25 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Finland,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 25 to 29 years,"COVID-19, virus identified",All deaths reported in the country,France,2020,26,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 25 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Croatia,2020,3,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 25 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Hungary,2020,10,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 25 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Ireland,2020,2,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 25 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Iceland,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 25 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Liechtenstein,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 25 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Lithuania,2020,1,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 25 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Luxembourg,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 25 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Latvia,2020,2,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 25 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Malta,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 25 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Netherlands,2020,5,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 25 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Norway,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 25 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Poland,2020,46,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 25 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Portugal,2020,6,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 25 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Romania,2020,33,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 25 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Serbia,2020,23,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 25 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Sweden,2020,7,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 25 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Slovenia,2020,1,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 25 to 29 years,"COVID-19, virus identified",All deaths reported in the country,Slovakia,2020,4,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 34 years,"COVID-19, virus identified",All deaths reported in the country,Austria,2020,3,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 34 years,"COVID-19, virus identified",All deaths reported in the country,Bulgaria,2020,33,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 34 years,"COVID-19, virus identified",All deaths reported in the country,Switzerland,2020,3,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 34 years,"COVID-19, virus identified",All deaths reported in the country,Cyprus,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 34 years,"COVID-19, virus identified",All deaths reported in the country,Czechia,2020,9,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 34 years,"COVID-19, virus identified",All deaths reported in the country,Germany (until 1990 former territory of the FRG),2020,17,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 34 years,"COVID-19, virus identified",All deaths reported in the country,Denmark,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 34 years,"COVID-19, virus identified",All deaths reported in the country,Estonia,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 34 years,"COVID-19, virus identified",All deaths reported in the country,Greece,2020,11,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 34 years,"COVID-19, virus identified",All deaths reported in the country,Spain,2020,39,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 34 years,"COVID-19, virus identified",All deaths reported in the country,Finland,2020,1,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 34 years,"COVID-19, virus identified",All deaths reported in the country,France,2020,44,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 34 years,"COVID-19, virus identified",All deaths reported in the country,Croatia,2020,4,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 34 years,"COVID-19, virus identified",All deaths reported in the country,Hungary,2020,20,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 34 years,"COVID-19, virus identified",All deaths reported in the country,Ireland,2020,4,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 34 years,"COVID-19, virus identified",All deaths reported in the country,Iceland,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 34 years,"COVID-19, virus identified",All deaths reported in the country,Liechtenstein,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 34 years,"COVID-19, virus identified",All deaths reported in the country,Lithuania,2020,1,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 34 years,"COVID-19, virus identified",All deaths reported in the country,Luxembourg,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 34 years,"COVID-19, virus identified",All deaths reported in the country,Latvia,2020,1,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 34 years,"COVID-19, virus identified",All deaths reported in the country,Malta,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 34 years,"COVID-19, virus identified",All deaths reported in the country,Netherlands,2020,6,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 34 years,"COVID-19, virus identified",All deaths reported in the country,Norway,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 34 years,"COVID-19, virus identified",All deaths reported in the country,Poland,2020,85,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 34 years,"COVID-19, virus identified",All deaths reported in the country,Portugal,2020,6,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 34 years,"COVID-19, virus identified",All deaths reported in the country,Romania,2020,69,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 34 years,"COVID-19, virus identified",All deaths reported in the country,Serbia,2020,16,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 34 years,"COVID-19, virus identified",All deaths reported in the country,Sweden,2020,13,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 34 years,"COVID-19, virus identified",All deaths reported in the country,Slovenia,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 34 years,"COVID-19, virus identified",All deaths reported in the country,Slovakia,2020,8,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Austria,2020,18,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Switzerland,2020,13,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Denmark,2020,2,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Greece,2020,62,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,France,2020,246,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Ireland,2020,13,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Luxembourg,2020,1,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Malta,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Portugal,2020,46,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Romania,2020,376,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Sweden,2020,37,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 35 to 39 years,"COVID-19, virus identified",All deaths reported in the country,Austria,2020,6,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 35 to 39 years,"COVID-19, virus identified",All deaths reported in the country,Bulgaria,2020,55,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 35 to 39 years,"COVID-19, virus identified",All deaths reported in the country,Switzerland,2020,4,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 35 to 39 years,"COVID-19, virus identified",All deaths reported in the country,Cyprus,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 35 to 39 years,"COVID-19, virus identified",All deaths reported in the country,Czechia,2020,17,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 35 to 39 years,"COVID-19, virus identified",All deaths reported in the country,Germany (until 1990 former territory of the FRG),2020,39,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 35 to 39 years,"COVID-19, virus identified",All deaths reported in the country,Denmark,2020,1,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 35 to 39 years,"COVID-19, virus identified",All deaths reported in the country,Estonia,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 35 to 39 years,"COVID-19, virus identified",All deaths reported in the country,Greece,2020,25,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 35 to 39 years,"COVID-19, virus identified",All deaths reported in the country,Spain,2020,90,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 35 to 39 years,"COVID-19, virus identified",All deaths reported in the country,Finland,2020,4,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 35 to 39 years,"COVID-19, virus identified",All deaths reported in the country,France,2020,82,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 35 to 39 years,"COVID-19, virus identified",All deaths reported in the country,Croatia,2020,10,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 35 to 39 years,"COVID-19, virus identified",All deaths reported in the country,Hungary,2020,31,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 35 to 39 years,"COVID-19, virus identified",All deaths reported in the country,Ireland,2020,4,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 35 to 39 years,"COVID-19, virus identified",All deaths reported in the country,Iceland,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 35 to 39 years,"COVID-19, virus identified",All deaths reported in the country,Liechtenstein,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 35 to 39 years,"COVID-19, virus identified",All deaths reported in the country,Lithuania,2020,11,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 35 to 39 years,"COVID-19, virus identified",All deaths reported in the country,Luxembourg,2020,1,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 35 to 39 years,"COVID-19, virus identified",All deaths reported in the country,Latvia,2020,1,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 35 to 39 years,"COVID-19, virus identified",All deaths reported in the country,Malta,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 35 to 39 years,"COVID-19, virus identified",All deaths reported in the country,Netherlands,2020,19,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 35 to 39 years,"COVID-19, virus identified",All deaths reported in the country,Norway,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 35 to 39 years,"COVID-19, virus identified",All deaths reported in the country,Poland,2020,209,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 35 to 39 years,"COVID-19, virus identified",All deaths reported in the country,Portugal,2020,9,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 35 to 39 years,"COVID-19, virus identified",All deaths reported in the country,Romania,2020,106,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 35 to 39 years,"COVID-19, virus identified",All deaths reported in the country,Serbia,2020,45,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 35 to 39 years,"COVID-19, virus identified",All deaths reported in the country,Sweden,2020,8,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 35 to 39 years,"COVID-19, virus identified",All deaths reported in the country,Slovenia,2020,3,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 35 to 39 years,"COVID-19, virus identified",All deaths reported in the country,Slovakia,2020,15,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 40 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Austria,2020,9,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 40 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Bulgaria,2020,114,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 40 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Switzerland,2020,6,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 40 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Cyprus,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 40 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Czechia,2020,38,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 40 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Germany (until 1990 former territory of the FRG),2020,62,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 40 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Denmark,2020,1,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 40 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Estonia,2020,1,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 40 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Greece,2020,26,
